"id"|"class"|"connection_id"|"State"|"clusterid"|"prob"
4141|"botnet"|"147.32.84.206-147.32.80.9-53-udp"|"8900U+U.u.I.v.u.w.w.i.u.W.w.U.U.w.w.D.w.U.r.F.V.U,U.U.W.V,U.s.D.F.F.Z.u.u.W.w.r.W.w.V.w.W,W.W,U.U.W.U.U.U,R.w.W.u.U.U.R.w.U.v.V.U,U.U,U.W.w.v.w.V,S.U.R.U.W.s.R.s.B.W.W.W,R.w.W.V.s.Z,Z.U.U.W.U.W,W.w.s.W.u.U.W.U,W.R.w.U.U.U,U.R.S.U.U.U.u,U.W.U.W.I.W.S.v.r.U,U.U.W.W.V.V,U.U.W.u.U.u.W.U.U.W,W.W.R.W.W.Z,W.U.V.v.v.U,U.U.U.Z.W.W.W.Z.W.S,W.A.R.U.u.W.V.U.U.W,W.U.U.U.U.U,R.V.W.E.u.u.b.U,W.U.U.V.S.W,W.W.v.u.U.U.U.Z,V.u.W.U.U.U.U.U.U.Z,Z.Z,W.U.U.V.u.U.v.W,U.U.S.s.w.r.v.U.R.U,W.V.s.V,W.W.S.w.U.S.s.W,U.U.W.V.U.u.s.U.W.U.U.U,W.V.F.v.F.W,W.U,U.W.S.u.U.U.W.U.W.W.W.u.w.U.U.Z.Z.V,V.U,W.U.w.u.W.R,R.U.U.U.W.U.U.U.U.s.W.w.W.W,U.U,U.W.U.U.S.S.w.W,U.U.U.U.U.U.W.V.w.S,U.W.S.W.W.W,U.W.U.U.U.U,U.U.U.U.U.U.U.W.W.U,U.W.U.W.s.W,W.U.U.R,W.U.W.U.U.W.W.U.U.V,S.w.W.u.w.W.U.U,U.U.U.W,W.u.U.U.U.U.U.U.U.S,S.u.W.u.U.W.Z.U,R.u.U.U.U.U,U.U.U.U.U.S.s.U,U.Z.U.U.U.U,U.u.U.U.U.Z.W.U,U.Z.W.U.U.U,U.U.u.W.U.W,W.r.r.U.R.W.W.W.R.W,W.U.V.W,U.U.D.R.R.U.u.U.U.W,U.F.u.S.R.u.R.W.W.U,U.U.U.S,S.r.R.U.U.v.r.U.R.w.W.W,W.U.U.V.B.D.W.U,U.W.u.R.W.U.U.U,U.R.R.V.U.S,U.U.S.s.R.U.U.u.V.U,W.U.U.W.W.U.R.V,V.U.W.U,U.U.U.W.W.U.R.U.U.U,U.S.s.u.U.V,W.w.U.U,U.u.U.U.U.S.s.d.R.U.W.U,U.U.U.V,S.d.U.U.U.W.U.U,W.U.U.U.U.W.U.W,W.U.U.W,W.u.U.V.U.W.W.U,U.W.U.U.U.U.R.U,W.V.S.U.W.U,U.U.W.w.F.U.W.W.v.W,U.U.W.W.U.V,U.V.U.W.v.S,S.u.U.s.R.U.w.W.v.R,W.W.D.U.W.R.w.U.W.U.U.U.U.W,U.U.U.U.U.U,W.U.R.V.u.S.S.W,W.U.W.S.A.B.v.S.w.U,S.v.R.u.U.W.r.s.F.R,R.U.u.U.W.R.R.U.u.W,R.U.u.U,U.V,S.r.W.U.U.U.U.U.R.U,U.W.U.U.U.S,R.u.U.V.S.w.W.W,S.U.U.U.U.S,R.U.F.U.U.W.s.F.U.U,W.V.r.W.S.w.R.R,R.U.A.W.U.V.D.r.U.u,U.U.U.U.W.W.W.U,U.U.W.W.W.U,R.U.U.U.U.W,W.U.U.U.U.W.S.W,U.U.U.U.V.E.V.U,R.U.U.U.U.Z,W.U.W.U.W.U,W.U.U.Z,U.U.W.V,U.u.U.W.W.R,R.R.W.u.U.U.U.U,U.U.U.W,W.U.U.U,U.U.U.W.U.W.W.U,U.V.s.U,W.U.U.U,U.V.E.U,W.W.S.U.U.U.U.U,W.Z.U.S.w.R,R.u.U.U,U.U.U.V,S.u.U.W.W.u.U.U,U.U.U.V.W.W,U.U.U.U.R.U.U.W,U.U.U.u.W.R.R.U,U.S.A.U,U.W.W.W.R.r.U.S.V.V.V.U,U.U.u.w.R.R.S.U,W.U,W.W,U.U.u.D.U.U.U.V.s.v.s.S,S.u.U.S.A.W.R.W,R.U,U.U,W.U.U.U.U.U.R.W.W.U.U.W.W.R,U.U,U.U,W.S,w.d.u.u.R.W,w.R.U.u,W.U,W.W.V.U.U.U.U.V.v.S,w,w,U.U.W.s.W.s.u.W.U.Z,W.R.R.U.u.U.U.U.U.U,u,U.U.W.W.U.u.R,R.w.V.u.U.U.U.U,W.W.U.U.W.W.U,W.V.w.W.U,v,W.s.U.U.W,w,U.Z.V.U.U.U,U.R.U,U.U.V.U.S,W.W.U.u.W.U,U.R.W.u.U.r.R.V.r,U.U.S.w,U.u.U.U.U.U.W,U.U.Z.U.R.W,s.W.S,W.u.R.U.U.U.u.U.Z.Z,W.S.U.U.S.u.W.W.R.W,U.U.U,R.W.u.V.E.B.E.w.U.R,S.u.U.R.U.w.W,W.U.U.W,Z.W.U.U.S.w.V,R.W.U.U.W.W.W.w.U,U.S.R.U.U.V.s.W.U,U.U.W.S.w.w.u.U.Z.W.W.R.W.W.Z,W.U,R.U.W.U.U.U,W.U.w.B.v.v.U.U.W.w.U,U.U,U.U.U.U.U.U.s.R.W.W.U.W.W.U.S.S.U,Z.U,U.W,W.w.U.U.U.V.w.U,W.U.R.U,U.U,R.U,R.Z.u.U.U.U.W.U.U.U.S.S.W.W.U,W.U.u,Z.U.U.U,U.U.U.U.U.U.w.U.U,U.S,S.W.W.Z,W.W.u,U.W.z.W.U.U.U.U.U.R.R.U.u.U,U.V,u.W.R,U.U.U.W.U.U.Z.W.W.U.U.U.U,U.W,u.U.U,U.W.U.R.R.U.u.U.W.U.R.W,d,W.U,W.U,F,U.u.r.u.U.W.V.w.U.U.Z,W.W,B,U.u.w.W.W.W.U.U.U.U.U,W.S,S.u.U.V,V.U,U.s.w.F.w.S.E.U,U.W.W,W.U,U.W.W.W,W.U,U.W.U.U.W.U,U.W.Z.U,U.S.w,Z.Z.W,W.U.R.U,R.U.U.R.U.U.U.w.U.U.W.U,U.U.U.S,D,W.W,W.W.R.W.D.S.R.V.S.D.U.U.W,w,R.U.w.V,U.R.U.W.W.U,U.W.W.U.U.U,w,U.V.u.U.U,U.u.W.Z,Z.U.U.W.R.U,U.U.U.V,S.w.W.U.W.S.s.U,U.U.U.U,W.Z,U.U.W.U.W.U.U.U.U.U,U.U.U.W,z.D.W.R,R.U.R.W.U.R.U.U.Z.u,R.U.u.W.U,U.Z,W.U,D,W.u.U.w,u.U.U,w,W.S.v,U.U.F.s.D.W.U,w.W.W,u.U.Z.Z.Z.u,U.Z,U.W.W.D.W,W.U.W.Z,w,W.r.r.W.Z,W.s.S.W,u.U.W,D,w.z,Z.Z,u.U.W.D.U.W.S,D,U.U.U.u,F,r.w.F.U.U.S,d,u.U.U.R.W.U.W,W.F.U.U,U.W.W.S.R.w.s.r.W.V,V.v.w.v.w.D.R.W.W,r.R.U,W.U,w.w.W.W.w.V.U.U.U.W.r.R.V,S.s.w.U,u.W.Z.w,W.E.s.u.U.W.Z.s.U,W.U,U.U.u.U.U,u.w.W.W.W.U.U,u,U.U,W.W.W.U,U.U.W.U.W.Z.Z.U,w,W.U.U.V.u.W,U.U.U.U.U.d.U.S,w,w,W.V.w,W.W.U.R.R.S.W.R.V.R.W.S.W,W.U.W.U,v.u.w,U.U,S.R.U.u.S.W.U,U.W.V,S.w.S.u.U,Z.U,W.Z,w,U.U.Z,W.U.U.U.W,W.R.U.Z.W,U.r.W,W.U.R.u.u.U.u.U.W.W.W,w,w.U.U.S,u.U.U.U.W.U,U.U,U.U.U.U.U.R.W.R.u,R.Z.W.Z,u.W.U.U.W,u.U.U.U.U.W.U.U,U.U.U.W.U,u.U.U,u.U.U.R.F.W.U,r.W.U.U.V,V.U.W.U.v.U,R.W,w.W.V.A.u.R.R,W.W.u.U.z,W.U.U.U.U.U,E.S.U,u,u.U.U.U,U.U.R.W.U.W.R.U.W.Z,W.U,s,w.R.R.w.u.R.U,U.U.r.W.U,U.W,R.W.U.U.R.R.U.u.V,S.U.U.U,u.u,U.U.U.U.U.W,W.U.u.R.U,U.U.U.V.W.u.U.W,w.W.s.W,W.W.S.S.U,s.S.e.s.v.s.u.W,U.W.U,R.U.W.U.U.U.U,R.U.U.U.U.W.U,U.V,S.W.W.u.W.r.V.U.U.W.W,u,W.U.s.U,D,S.F.U.U.W,W.U.U.W.U.V,S.W.U.U,D,W.R.W.U,u.V.v.W,W.U.U.D.w.R.U,a,R.U.U.V,U.U.S.u,U.U.R.W,U.U,U.U.U.U.w,v.V.D.W.U.U.W,V.U,U.U,S.w.u.U.U,U.U.U.U.u.W.W.U,U.W.w.W.U,U.U.U.U,U.u.R.U,U.U.u.U.U.W.U.u.U.S,U.U.R.u.U.U,W.U,U.W.W.U.U.U.U.U.U.F.U,U.R.U,s.d,R.U.U.U.R.U.U.U.U.U.U.U,R.u.V,D,U.U.R.U,R.W.z.W.U.U.U.u.w.U,R.U,U.U,u.w,U.U.U.U.U.U.U.W.U.S.U,U.V,R.R,R.U.U.W.V.F.U,U.W.W.U.w.U.u.d.R.W,U.U,U.W.U.U.U.U.U,U.V.v.s.u.U.U,U.V,S.w.w.u.W.W,W.W.U.V.S.U.U.V,S.U,R.U.W.U.U,W.U.R.U.U.U.U.W,W.U,w,R.U.U.U.v.w.U.U,u.D.W.U,R.U,U.U.U.U,U.u.W.U.D.U.U,R.U.U.U,U.W,U.W.U.V,S.S.w.W.U.U.U,R.V,S.W,D,U.U.U.U.U.U.W.U,U.U.u.u.W.V,D,U.R,U.W.U.U.U.U.U,U.U.W.U.U.U.U.U,U.U,U.U,U.Z.u.w.U,U.U.U.U.U.V.w.U,R.U,U.U,U.V.v.u.W.U.u.U.U,U.U.R.W.u,U.U.U.W,W.W,U.V.U.U.R.U.R.W,D,U.U,U.U.U.W.D.U.U,u.u.S.W.U,U.W.U.U.U,U.U.W.U.U.U.W.W.U,R.W.u.U.W,W.U.u,W.u.u,R.W.U,U.S,S.S.s.U.U.Z.U.U.U.U,U.R,U.R.U,U.U.U.V.V.W,W.W.W,R.u.u.U.V,S.U.w.U.U.U.V,A,W.Z.w.W,W.U.D.U.Z.W.S.u,U.U,u.R.W,u.U.U.v.U.W.W.U,W.U.U.U,U.R,u.U.S.B.U,U.U,U.V,S.u.U.U.U.u.U,U.W,r.R.U.w,W.U,U.U.U.w.r.R.R.U,W.R,u,U.U,R.R.W.v.s.b.W,U.V,u,u,F,W.U.U.U.U.R.U,S.U,R.R,U.U.U.W.W.W.U,U.U.u.U.U,U.U.U.V.V.U.U.U,U.U,U.R.S.U.U.V,u.E.R.W.U.U,R.U.U,U.U.U.U.U.W.V,V.U,U.U.W.U,R.U.V,S.u.U.U.V.s.E.U,u,U.U.R.R,U.U.v,u,U.U,u.U.R.u,U.U.U.S.u.w,u.U.S.u,U.W,v.V.v.s.U.U.V.B.S.R,R.d.w.U.u,U.U.R.U.U.V.R.U,U.V,W.Z,W.U,U.U.U,u,U.U.U,U.U,U.U.u.D,U.U.U.V,u,W.R.R.U,U.R.u.R.U.U.U.U,U.S.S.R.u.U.W,S.u.U.W.U.U,R.W,U.R.U,U.W.v.u.R.U,V.V.U.s,R.u.W.U.W.U,u.W.U.u.R.U,R.U.W.U,U.U.U.U.W.U,U.U.R.U.R.S.s.U.U.S,u.W.U,U.R.u.U.U.E,S.u.U.S,S.U,W.R.R.U.U.U.U.U.U.u.U,u,U.U.U.U.v,R.R.U,U.U.U.U.U,u.u,u.U.U.u.U.U,U.U.U.U.U.Z,u.U.R.u,D.D.u,U.U.U.U.U.u,U.S.S.U.u,u,U.U.U.U.U.R.R.U.U.U,U.R,u,V.d.U.U,U.U.V.U.U.R.R.U,U.U,I,U.U.R.D.u.U.Z.u.U.U.U.R,S.U.R.U.U.U,U.V,S.d.u.U.U,U.U.u.R,A,R.U,U.V.u.U.S.U.R.U.U.R.R.U.u.U.u.U,R.U,r.B.u.U.U.u.U.R,R.U.U.U,U.S.R.U.u,U.U,U.U.U.U.U.U,U.U.u.u.D,U.S.u,U.U.U.R.R.R.D.U.U.U.U,u,U.U,R.U,R.U.S.S,u.U.U.U.U,u.u.U.U,U.U.U.U.U.U,u,U.U.U,R.V.R.s.u.U,R.U.S.U.U.U,R.U,U.U.U.U,U.U.r,u.u.R.U,U.U."|2|NA
301|"normal"|"147.32.84.134-74.125.232.200-80-tcp"|"79.Z,Z.W00W."|3|0.06
6404|"botnet"|"147.32.84.191-217.163.21.34-80-tcp"|"88*Y.y,y.Y*H*Y,Y*Y.Y,Y."|3|0.914
7466|"normal"|"147.32.84.134-38.127.197.146-80-tcp"|"89.Z.z.z.Z."|3|0.64
3992|"normal"|"147.32.84.170-64.12.73.165-443-tcp"|"99*z*F0Z+Z0i0"|3|0.018
6282|"botnet"|"147.32.84.209-168.95.6.59-25-tcp"|"12.S.S.S.s.B.s."|1|1
619|"normal"|"147.32.84.170-74.125.232.199-443-tcp"|"99*z0z*z0Z*"|3|0.06
1186|"normal"|"147.32.84.134-62.168.44.116-80-tcp"|"55.V.W,W.e."|2|0.478
6064|"botnet"|"147.32.84.209-216.17.3.48-25-tcp"|"21+R*A*R*r+"|1|0.998
2361|"botnet"|"147.32.84.165-64.12.168.40-587-tcp"|"99,Z+Z,Z*Z,z,Y*z+Z,Z*Z,I,z,z,z,Z+Z*Z0Z*z*Z.Z*Z,I,z+Z,z,i,z,I,y,Y+y*H*y*"|3|0.586
